Name,Latitude,Longitude,Type,Maps_Link,Rainfall,Rainfall_Intensity,Elevation,Distance_to_Water_Body,Flood_Prone
DR. UPLENCHWAR'S WOMENS & EYE CARE CLINIC,18.508241,73.8221756,clinic,https://www.openstreetmap.org/?mlat=18.508241&mlon=73.8221756#map=18/18.508241/73.8221756,1,176.9263972072735,530.4710736634033,9.173894154361284,0
INTEGRITY DENTAL CARE,18.5039346,73.8204928,clinic,https://www.openstreetmap.org/?mlat=18.5039346&mlon=73.8204928#map=18/18.5039346/73.8204928,1,217.78694746344746,509.34084984597627,8.49977598078671,0
Perfection Hair Transplant Clinic,18.5069161,73.8288573,clinic,https://www.openstreetmap.org/?mlat=18.5069161&mlon=73.8288573#map=18/18.5069161/73.8288573,1,135.79399477842,622.6511465550138,9.911874197258848,0
SNEH CHILD CARE CLINIC,18.5199725,73.8720724,clinic,https://www.openstreetmap.org/?mlat=18.5199725&mlon=73.8720724#map=18/18.5199725/73.8720724,0,164.92008767360736,546.5576845006656,9.00836476284934,0
"Dr. Bhushan Khedkar, Rubi hall  clinic",18.5341144,73.8771503,clinic,https://www.openstreetmap.org/?mlat=18.5341144&mlon=73.8771503#map=18/18.5341144/73.8771503,0,151.5594015905278,771.0473163867446,0.8386192499410361,0
Orthopedic Speciality Care Clinic,18.5102578,73.8192058,clinic,https://www.openstreetmap.org/?mlat=18.5102578&mlon=73.8192058#map=18/18.5102578/73.8192058,0,149.9975804014159,889.7699432371126,4.713086146130978,0
DENTAL FITNESS,18.4913117,73.8222737,clinic,https://www.openstreetmap.org/?mlat=18.4913117&mlon=73.8222737#map=18/18.4913117/73.8222737,1,243.59596001872754,511.6713961963162,6.048120111145803,0
Dr Leena Hiremath,18.5231703,73.8766107,clinic,https://www.openstreetmap.org/?mlat=18.5231703&mlon=73.8766107#map=18/18.5231703/73.8766107,0,75.57279731700108,704.8596389918902,5.119409217373551,0
Dr. R M Rajpurohit - Metro Advanced Homeopathy Clinic,18.4864148,73.8740469,clinic,https://www.openstreetmap.org/?mlat=18.4864148&mlon=73.8740469#map=18/18.4864148/73.8740469,1,58.29034526456758,543.7364118502645,5.669325030879957,0
J M Diagnostic Centre - Madhu - Meet Diabetes,18.5258066,73.8504215,clinic,https://www.openstreetmap.org/?mlat=18.5258066&mlon=73.8504215#map=18/18.5258066/73.8504215,0,135.8082787534084,785.6320675795077,8.056675118367316,0
Neo Clinic Artery and Vein Clinic,18.518268,73.8360102,clinic,https://www.openstreetmap.org/?mlat=18.518268&mlon=73.8360102#map=18/18.518268/73.8360102,0,290.1081535024664,811.9753596831692,7.3413239788895845,0
BHURAT CLINIC,18.481128,73.8650559,clinic,https://www.openstreetmap.org/?mlat=18.481128&mlon=73.8650559#map=18/18.481128/73.8650559,1,205.5822794494945,662.1329242559742,4.14296014001792,0
Dr Kiran Kharat,18.5336705,73.8771566,clinic,https://www.openstreetmap.org/?mlat=18.5336705&mlon=73.8771566#map=18/18.5336705/73.8771566,0,215.81614540122965,767.597131863195,0.27941756358628944,0
RELA INSTITUTE - RUBY HALL CLINIC,18.5338589,73.8771398,clinic,https://www.openstreetmap.org/?mlat=18.5338589&mlon=73.8771398#map=18/18.5338589/73.8771398,0,214.08620365242018,656.8949547400387,6.396150999590791,0
SMILE GALLERY DENTAL CARE CENTRE,18.5090997,73.8303229,clinic,https://www.openstreetmap.org/?mlat=18.5090997&mlon=73.8303229#map=18/18.5090997/73.8303229,1,246.83617247146293,507.13875984678475,9.689832066548384,0
Dr. Usha Pratap,18.4843088,73.8895598,clinic,https://www.openstreetmap.org/?mlat=18.4843088&mlon=73.8895598#map=18/18.4843088/73.8895598,1,161.37959853876507,630.2634950347133,2.830804792298951,1
Dhope Diabetes Care and Thyroid Clinic,18.4772502,73.8236797,clinic,https://www.openstreetmap.org/?mlat=18.4772502&mlon=73.8236797#map=18/18.4772502/73.8236797,1,56.29116416690534,807.4343243031126,1.7640580875322998,0
Healing Bones Clinic,18.4588496,73.8777085,clinic,https://www.openstreetmap.org/?mlat=18.4588496&mlon=73.8777085#map=18/18.4588496/73.8777085,1,165.7974069995799,832.883442929691,6.089758563183461,0
Dr. Devendra Vartak,18.5038101,73.829271,clinic,https://www.openstreetmap.org/?mlat=18.5038101&mlon=73.829271#map=18/18.5038101/73.829271,1,83.38712900215731,841.1562890794052,7.159480420361711,0
New Horizons Clinic,18.4755066,73.8917261,clinic,https://www.openstreetmap.org/?mlat=18.4755066&mlon=73.8917261#map=18/18.4755066/73.8917261,1,294.5117128981112,509.28309243729035,0.7081195753496472,1
Aadhya Orthopaedic and Physiotherapy Care,18.52733,73.8421459,clinic,https://www.openstreetmap.org/?mlat=18.52733&mlon=73.8421459#map=18/18.52733/73.8421459,0,2.475381553627687,827.2649057604889,6.123877808187201,0
Dr Priyamvada Shah,18.5035649,73.8197071,clinic,https://www.openstreetmap.org/?mlat=18.5035649&mlon=73.8197071#map=18/18.5035649/73.8197071,1,284.9666574128838,877.8748372137297,8.01802766926744,0
HRIDAYASTH HEART CLINIC,18.4914878,73.8580871,clinic,https://www.openstreetmap.org/?mlat=18.4914878&mlon=73.8580871#map=18/18.4914878/73.8580871,1,214.9003962867113,723.975928517764,4.608973211163381,0
Dr. Qaedjohar Dhariwal,18.5032016,73.8998432,clinic,https://www.openstreetmap.org/?mlat=18.5032016&mlon=73.8998432#map=18/18.5032016/73.8998432,1,252.05416177257436,708.1918435983971,1.2881341487827824,0
TEETHZ TANTRAS™,18.5050856,73.8394771,clinic,https://www.openstreetmap.org/?mlat=18.5050856&mlon=73.8394771#map=18/18.5050856/73.8394771,1,267.94952029392846,715.6026721144408,1.6966570548482474,0
Krushna Orthodontic & Dental Clinic,18.5008306,73.8418888,clinic,https://www.openstreetmap.org/?mlat=18.5008306&mlon=73.8418888#map=18/18.5008306/73.8418888,1,227.67558701395424,807.5878766242404,4.163184411815007,0
Vardhaman Eye Care,18.4966795,73.8623419,clinic,https://www.openstreetmap.org/?mlat=18.4966795&mlon=73.8623419#map=18/18.4966795/73.8623419,1,128.4085940188062,681.6936351038985,5.595475698631161,0
Sunshine Orthopedic Clinic,18.4987427,73.8802572,clinic,https://www.openstreetmap.org/?mlat=18.4987427&mlon=73.8802572#map=18/18.4987427/73.8802572,1,189.39699909588006,529.1163024086279,9.961624534729719,0
Grace Skin & Hair Transplant Center,18.5022041,73.8092322,clinic,https://www.openstreetmap.org/?mlat=18.5022041&mlon=73.8092322#map=18/18.5022041/73.8092322,1,56.44122318842213,775.2922500384022,5.455584110757146,0
Physiotherapy Center Pune,18.4859887,73.8495742,clinic,https://www.openstreetmap.org/?mlat=18.4859887&mlon=73.8495742#map=18/18.4859887/73.8495742,1,37.336359126023446,607.4060222127941,7.074065804861523,0
Unknown,18.5027884,73.8341817,clinic,https://www.openstreetmap.org/?mlat=18.5027884&mlon=73.8341817#map=18/18.5027884/73.8341817,1,17.693828631231533,732.3787709739628,0.814641844604227,0
Partly cloudy Dr. Sanjay Patil | Spine Surgeon,18.5199427,73.8721146,clinic,https://www.openstreetmap.org/?mlat=18.5199427&mlon=73.8721146#map=18/18.5199427/73.8721146,0,57.56748235009057,513.4157017869504,2.813049898820882,0
dr kanchankumar Bhagyawant,18.5337203,73.8770286,clinic,https://www.openstreetmap.org/?mlat=18.5337203&mlon=73.8770286#map=18/18.5337203/73.8770286,0,37.13800366357687,890.7207825367076,0.73866102291824,0
Dr. Pramod Bhilare Orthopaedic Spine Clinic,18.5059305,73.8566978,clinic,https://www.openstreetmap.org/?mlat=18.5059305&mlon=73.8566978#map=18/18.5059305/73.8566978,1,249.246659533884,536.9329981340601,7.201648711285859,0
Gastro and Liver Care,18.4983171,73.8544993,clinic,https://www.openstreetmap.org/?mlat=18.4983171&mlon=73.8544993#map=18/18.4983171/73.8544993,1,269.17576973467965,780.5648331868842,3.058322479287947,0
Hriday Siddhee Heart and Skin Superspeciality clinic,18.4477544,73.8314122,clinic,https://www.openstreetmap.org/?mlat=18.4477544&mlon=73.8314122#map=18/18.4477544/73.8314122,1,158.41034197965044,752.3890893962226,1.559989326066894,0
Loknete Gopinatharo Munde Memorial Diagnostic & Health Care Centre,18.4532771,73.873948,clinic,https://www.openstreetmap.org/?mlat=18.4532771&mlon=73.873948#map=18/18.4532771/73.873948,1,161.0838556071986,611.017040123811,5.395829379049654,0
Sneh Child Care Clinic,18.5198011,73.8712374,clinic,https://www.openstreetmap.org/?mlat=18.5198011&mlon=73.8712374#map=18/18.5198011/73.8712374,0,17.976176649290622,749.6757519666079,4.462321383409783,0
Tapadiya's Dental Casa,18.5037932,73.8562917,clinic,https://www.openstreetmap.org/?mlat=18.5037932&mlon=73.8562917#map=18/18.5037932/73.8562917,1,248.59168136284762,676.6874987701551,4.100283248696223,0
Ishaan Orthopedic Clinic,18.4711076,73.8633772,clinic,https://www.openstreetmap.org/?mlat=18.4711076&mlon=73.8633772#map=18/18.4711076/73.8633772,1,202.0538251206325,511.7673633430092,1.2307272196549024,1
Jagtap Clinic and Research Centre,18.5041547,73.8548551,clinic,https://www.openstreetmap.org/?mlat=18.5041547&mlon=73.8548551#map=18/18.5041547/73.8548551,1,298.6642493880699,611.2669579665886,6.141670730981836,0
Deshmukh Clinic & Research Centre,18.5104258,73.8464875,clinic,https://www.openstreetmap.org/?mlat=18.5104258&mlon=73.8464875#map=18/18.5104258/73.8464875,0,297.7060433447949,795.0787101180495,8.571314997056106,0
Dr. Jagdish Dhake,18.4871931,73.8570132,clinic,https://www.openstreetmap.org/?mlat=18.4871931&mlon=73.8570132#map=18/18.4871931/73.8570132,1,141.11862585842923,734.9723517715482,1.3414549279448518,0
Dr. Hasmukh Gujar,18.4927152,73.8567317,clinic,https://www.openstreetmap.org/?mlat=18.4927152&mlon=73.8567317#map=18/18.4927152/73.8567317,1,211.57208110376567,655.4336074408035,9.505772498720761,0
Sayar Clinic,18.4734788,73.8626024,clinic,https://www.openstreetmap.org/?mlat=18.4734788&mlon=73.8626024#map=18/18.4734788/73.8626024,1,191.33234308905523,763.5991406070709,4.132770295539693,0
Dr. Bilal's Crystal Medicare Clinic,18.5493077,73.8889117,clinic,https://www.openstreetmap.org/?mlat=18.5493077&mlon=73.8889117#map=18/18.5493077/73.8889117,0,33.010778865325626,555.7714328628698,6.454507710709569,0
Dr. Advait Kothurkar,18.5246551,73.842476,clinic,https://www.openstreetmap.org/?mlat=18.5246551&mlon=73.842476#map=18/18.5246551/73.842476,0,201.731221230992,750.2528090622044,2.0587932882518856,0
Dr. Sathe's cardiac clinic,18.5175359,73.8339951,clinic,https://www.openstreetmap.org/?mlat=18.5175359&mlon=73.8339951#map=18/18.5175359/73.8339951,0,137.31245215813829,501.7870857708614,3.912350077723996,0
Dr. Gadkari Cardiac clinic,18.5330242,73.8473745,clinic,https://www.openstreetmap.org/?mlat=18.5330242&mlon=73.8473745#map=18/18.5330242/73.8473745,0,63.48285226626588,570.6240729927092,9.354351646389201,0
Suhrud clinic,18.4971906,73.8554839,clinic,https://www.openstreetmap.org/?mlat=18.4971906&mlon=73.8554839#map=18/18.4971906/73.8554839,1,219.34024591688183,516.534488673405,6.891564472972753,0
Panacea Multispeciality Clinic,18.5165382,73.8035744,clinic,https://www.openstreetmap.org/?mlat=18.5165382&mlon=73.8035744#map=18/18.5165382/73.8035744,0,297.32271263960246,873.1027693925126,8.971008859930361,0
Dr. Bharat Patel Clinic,18.5199582,73.8721693,clinic,https://www.openstreetmap.org/?mlat=18.5199582&mlon=73.8721693#map=18/18.5199582/73.8721693,0,184.58608342473548,784.7805890362474,1.3018321272784972,0
ASPEN Clinic,18.4771214,73.8967846,clinic,https://www.openstreetmap.org/?mlat=18.4771214&mlon=73.8967846#map=18/18.4771214/73.8967846,1,262.80413805295206,579.5161421174107,2.405332035897297,1
Dr Madhusudan Asawa | The Heart Clinic,18.5012069,73.8479507,clinic,https://www.openstreetmap.org/?mlat=18.5012069&mlon=73.8479507#map=18/18.5012069/73.8479507,1,98.18759771671951,657.6973168097998,4.2506712173385255,0
Health Havens Clinic,18.4770909,73.8967532,clinic,https://www.openstreetmap.org/?mlat=18.4770909&mlon=73.8967532#map=18/18.4770909/73.8967532,1,19.16500110551643,799.6587233675459,5.390110193462504,0
Unmesh Orthopedic Clinic,18.501414,73.8487739,clinic,https://www.openstreetmap.org/?mlat=18.501414&mlon=73.8487739#map=18/18.501414/73.8487739,1,96.30766800443047,796.8089730127012,5.968880998929421,0
Apex Speciality Clinic,18.4761111,73.8621061,clinic,https://www.openstreetmap.org/?mlat=18.4761111&mlon=73.8621061#map=18/18.4761111/73.8621061,1,82.8448134484733,668.3299249660078,9.168216346216976,0
Dr. Sarafs Joints Clinic,18.511803,73.8366737,clinic,https://www.openstreetmap.org/?mlat=18.511803&mlon=73.8366737#map=18/18.511803/73.8366737,0,89.4394285200949,621.6322378762237,7.2843352579916845,0
Heal 24,18.4553291,73.8788267,clinic,https://www.openstreetmap.org/?mlat=18.4553291&mlon=73.8788267#map=18/18.4553291/73.8788267,1,151.77656948586448,545.0259358557208,5.817408668348375,0
Mohite Clinic,18.4636759,73.8368624,clinic,https://www.openstreetmap.org/?mlat=18.4636759&mlon=73.8368624#map=18/18.4636759/73.8368624,1,243.5932291320288,805.7726858676084,1.0991662180133266,0
Mohite Clinic,18.4649271,73.8347832,clinic,https://www.openstreetmap.org/?mlat=18.4649271&mlon=73.8347832#map=18/18.4649271/73.8347832,1,250.698928303658,729.148018080451,6.577124443680592,0
Namo Multispeciality Hospital,18.4568096,73.8784374,clinic,https://www.openstreetmap.org/?mlat=18.4568096&mlon=73.8784374#map=18/18.4568096/73.8784374,1,111.18957861005694,557.4361701503076,4.012839132104448,0
Urovision,18.4983571,73.8133881,clinic,https://www.openstreetmap.org/?mlat=18.4983571&mlon=73.8133881#map=18/18.4983571/73.8133881,1,247.07429426883064,708.5478608138478,2.970114786684923,0
Ishwar Heart Clinic,18.5262983,73.8518531,clinic,https://www.openstreetmap.org/?mlat=18.5262983&mlon=73.8518531#map=18/18.5262983/73.8518531,0,5.68592183539669,603.3855672624536,9.596447288602329,0
Sparsh Clinic,18.4629202,73.8900232,clinic,https://www.openstreetmap.org/?mlat=18.4629202&mlon=73.8900232#map=18/18.4629202/73.8900232,1,253.23408043934887,612.6212748857486,6.695032524560157,0
Dixit Dental Clinic,18.5092075,73.8312717,clinic,https://www.openstreetmap.org/?mlat=18.5092075&mlon=73.8312717#map=18/18.5092075/73.8312717,1,41.73252860208858,645.1941828424681,4.981065107960484,0
Balakrishna Dental Care,18.4810849,73.8625583,clinic,https://www.openstreetmap.org/?mlat=18.4810849&mlon=73.8625583#map=18/18.4810849/73.8625583,1,43.76659610935283,524.3788815555357,4.6011416848349675,0
Dr. Shingare's Paralysis & Neurocare Center,18.4521005,73.8204274,clinic,https://www.openstreetmap.org/?mlat=18.4521005&mlon=73.8204274#map=18/18.4521005/73.8204274,1,112.43477170088946,754.7699366941634,2.695584330826163,0
D-dent Care Laser and Multi-speciality Dental Clinics,18.5111761,73.8337195,clinic,https://www.openstreetmap.org/?mlat=18.5111761&mlon=73.8337195#map=18/18.5111761/73.8337195,0,206.99794315479596,849.865703354799,9.896023948045627,0
The Skin Miracle,18.4507514,73.874088,clinic,https://www.openstreetmap.org/?mlat=18.4507514&mlon=73.874088#map=18/18.4507514/73.874088,1,267.7975439356485,538.9610550532319,0.2045008622331368,1
Orthopaedic Speciality Care,18.5247418,73.842369,clinic,https://www.openstreetmap.org/?mlat=18.5247418&mlon=73.842369#map=18/18.5247418/73.842369,0,102.84450558682246,873.2815895721046,3.3676275684015256,0
Brain & Spine Clinic,18.5336185,73.8771317,clinic,https://www.openstreetmap.org/?mlat=18.5336185&mlon=73.8771317#map=18/18.5336185/73.8771317,0,105.72106484421029,829.965277100999,5.989197202724035,0
Dr. Soman's Skin and Spine Clinic,18.4929995,73.8212927,clinic,https://www.openstreetmap.org/?mlat=18.4929995&mlon=73.8212927#map=18/18.4929995/73.8212927,1,93.21720474311313,713.6234669397155,5.8262056497327785,0
Sushrut Hospital,18.5094542,73.8212265,clinic,https://www.openstreetmap.org/?mlat=18.5094542&mlon=73.8212265#map=18/18.5094542/73.8212265,1,194.02304335582136,553.5327123039854,6.801347910166447,0
Unique children's clinic Dental and Implant Center,18.4933045,73.8143999,clinic,https://www.openstreetmap.org/?mlat=18.4933045&mlon=73.8143999#map=18/18.4933045/73.8143999,1,158.08904060141705,653.5382435599336,3.847558158580272,0
Little Heart Care,18.5200387,73.841894,clinic,https://www.openstreetmap.org/?mlat=18.5200387&mlon=73.841894#map=18/18.5200387/73.841894,0,29.89288614787913,618.5011096012283,6.335542472123415,0
Dr. Patwardhan Eye Clinic,18.5101883,73.8176485,clinic,https://www.openstreetmap.org/?mlat=18.5101883&mlon=73.8176485#map=18/18.5101883/73.8176485,0,255.1109763893984,688.1866069920422,9.650630305947258,0
Dhairyaa Speciality Clinic - ENT and SPINE,18.4805986,73.8664619,clinic,https://www.openstreetmap.org/?mlat=18.4805986&mlon=73.8664619#map=18/18.4805986/73.8664619,1,130.21560651646553,568.3103976700346,7.001717544979239,0
Dr.Jawalkar,18.4935752,73.8403606,clinic,https://www.openstreetmap.org/?mlat=18.4935752&mlon=73.8403606#map=18/18.4935752/73.8403606,1,87.0490345280759,629.7599353643639,3.2416331463434322,0
Phadke's Vitality Dental Clinic,18.4906992,73.8240796,clinic,https://www.openstreetmap.org/?mlat=18.4906992&mlon=73.8240796#map=18/18.4906992/73.8240796,1,35.01090062099409,875.0435006635299,6.122345931380314,0
Unknown,18.4892033,73.8457414,clinic,https://www.openstreetmap.org/?mlat=18.4892033&mlon=73.8457414#map=18/18.4892033/73.8457414,1,262.8659395839166,776.0625818901701,5.089740574189613,0
Unknown,18.5254071,73.8302762,medical_store,https://www.openstreetmap.org/?mlat=18.5254071&mlon=73.8302762#map=18/18.5254071/73.8302762,0,284.3833527399255,529.6142376854363,6.949602746088868,0
Ram Medicals,18.4928884,73.8254317,medical_store,https://www.openstreetmap.org/?mlat=18.4928884&mlon=73.8254317#map=18/18.4928884/73.8254317,1,121.61326079846798,843.4611457551866,8.746680288328623,0
Prime Medical General Store,18.4929985,73.8256344,medical_store,https://www.openstreetmap.org/?mlat=18.4929985&mlon=73.8256344#map=18/18.4929985/73.8256344,1,23.117572685177546,573.8907806972531,7.110896709168734,0
Arham Medical,18.4935179,73.8253167,medical_store,https://www.openstreetmap.org/?mlat=18.4935179&mlon=73.8253167#map=18/18.4935179/73.8253167,1,179.72258142911303,875.4737719503994,9.18032590203046,0
Medplus,18.4906588,73.8231451,medical_store,https://www.openstreetmap.org/?mlat=18.4906588&mlon=73.8231451#map=18/18.4906588/73.8231451,1,54.912635553898035,770.7284593382669,7.081408095133762,0
Maharastra Chemist,18.4911834,73.8220481,medical_store,https://www.openstreetmap.org/?mlat=18.4911834&mlon=73.8220481#map=18/18.4911834/73.8220481,1,208.175684400272,556.6910240780295,9.763369203036655,0
Ram Medicals,18.460407,73.8260404,medical_store,https://www.openstreetmap.org/?mlat=18.460407&mlon=73.8260404#map=18/18.460407/73.8260404,1,226.22467786302784,868.0008271119893,6.325341036833564,0
Siddhivinayak Medico,18.4608084,73.8254478,medical_store,https://www.openstreetmap.org/?mlat=18.4608084&mlon=73.8254478#map=18/18.4608084/73.8254478,1,6.308225542370005,513.8697106885515,2.3530001058332117,0
Ram Medicare,18.4604276,73.8260307,medical_store,https://www.openstreetmap.org/?mlat=18.4604276&mlon=73.8260307#map=18/18.4604276/73.8260307,1,5.92244084260205,528.2064758661666,8.32949618684111,0
ss medical,18.5217914,73.8793287,medical_store,https://www.openstreetmap.org/?mlat=18.5217914&mlon=73.8793287#map=18/18.5217914/73.8793287,0,111.86997842933904,797.2083921313936,5.902743143533123,0
Jivan Medical And General Stores,18.4750451,73.8857009,medical_store,https://www.openstreetmap.org/?mlat=18.4750451&mlon=73.8857009#map=18/18.4750451/73.8857009,1,259.12268654972377,868.1457833517345,4.048468182550996,0
NEW SHIVNERI CHEMIST,18.4469631,73.8097559,medical_store,https://www.openstreetmap.org/?mlat=18.4469631&mlon=73.8097559#map=18/18.4469631/73.8097559,1,126.54764190603505,786.1959065421395,9.217438337877471,0
Marvel Chemist & Lifestyle,18.5364389,73.8997322,medical_store,https://www.openstreetmap.org/?mlat=18.5364389&mlon=73.8997322#map=18/18.5364389/73.8997322,0,214.01746175495134,630.7304726384466,4.648855806583013,0
New Rajhansa Medical,18.4746971,73.8125059,medical_store,https://www.openstreetmap.org/?mlat=18.4746971&mlon=73.8125059#map=18/18.4746971/73.8125059,1,236.771878716954,556.7170497508477,4.833262161797842,0
Mahesh Medical,18.4355084,73.8920059,medical_store,https://www.openstreetmap.org/?mlat=18.4355084&mlon=73.8920059#map=18/18.4355084/73.8920059,1,239.71921343941588,828.9628253539627,1.9713500430564879,0
Rahul Medicals,18.5117315,73.8088896,pharmacy,https://www.openstreetmap.org/?mlat=18.5117315&mlon=73.8088896#map=18/18.5117315/73.8088896,0,229.73282690400552,756.4079543684591,7.331566671146403,0
Siddhivinayak Medico,18.4745969,73.8139227,pharmacy,https://www.openstreetmap.org/?mlat=18.4745969&mlon=73.8139227#map=18/18.4745969/73.8139227,1,73.71599000858242,853.3764542737252,2.2892980026578282,0
Pharmacy,18.516684,73.833895,pharmacy,https://www.openstreetmap.org/?mlat=18.516684&mlon=73.833895#map=18/18.516684/73.833895,0,33.35828267558595,797.0498579714408,5.370052499681095,0
Apollo Pharmacy,18.517157,73.8339486,pharmacy,https://www.openstreetmap.org/?mlat=18.517157&mlon=73.8339486#map=18/18.517157/73.8339486,0,62.676906848878225,628.2935445891247,5.609897268177542,0
Shubham Medical,18.5134285,73.8376342,pharmacy,https://www.openstreetmap.org/?mlat=18.5134285&mlon=73.8376342#map=18/18.5134285/73.8376342,0,195.0849939381302,745.0855670745387,6.653835199299486,0
Unknown,18.5109715,73.842591,pharmacy,https://www.openstreetmap.org/?mlat=18.5109715&mlon=73.842591#map=18/18.5109715/73.842591,0,206.77566977398624,707.0107494587241,7.9316593216998434,0
Unknown,18.5076678,73.8062921,pharmacy,https://www.openstreetmap.org/?mlat=18.5076678&mlon=73.8062921#map=18/18.5076678/73.8062921,1,170.28149211185396,704.3116978307296,1.968660236569525,0
Unknown,18.4619525,73.8071878,pharmacy,https://www.openstreetmap.org/?mlat=18.4619525&mlon=73.8071878#map=18/18.4619525/73.8071878,1,251.53409471932278,853.5406071468133,1.3768414777811466,0
Sun Medico,18.4747326,73.8132241,pharmacy,https://www.openstreetmap.org/?mlat=18.4747326&mlon=73.8132241#map=18/18.4747326/73.8132241,1,283.7053151570415,570.1998859208278,7.109521710297458,0
Apollo Pharmacy,18.5063944,73.8990745,pharmacy,https://www.openstreetmap.org/?mlat=18.5063944&mlon=73.8990745#map=18/18.5063944/73.8990745,1,195.11660782511325,832.917481733672,0.6474638494150908,0
Vasu Medicals,18.502253,73.8047919,pharmacy,https://www.openstreetmap.org/?mlat=18.502253&mlon=73.8047919#map=18/18.502253/73.8047919,1,189.7979495919702,807.1837762352109,5.409411803577994,0
Neel Medicals,18.5062595,73.8174209,pharmacy,https://www.openstreetmap.org/?mlat=18.5062595&mlon=73.8174209#map=18/18.5062595/73.8174209,1,193.9106151069005,774.354529126657,2.274833328482152,0
Chetan Medicals,18.4987396,73.8389126,pharmacy,https://www.openstreetmap.org/?mlat=18.4987396&mlon=73.8389126#map=18/18.4987396/73.8389126,1,71.8334254184151,876.1826260628306,6.878247427813412,0
MedPlus,18.4871353,73.8150037,pharmacy,https://www.openstreetmap.org/?mlat=18.4871353&mlon=73.8150037#map=18/18.4871353/73.8150037,1,205.05714090044702,886.9336770814893,4.659270055856361,0
Ambika Medicare,18.4471254,73.8105297,pharmacy,https://www.openstreetmap.org/?mlat=18.4471254&mlon=73.8105297#map=18/18.4471254/73.8105297,1,54.92563980552744,842.4624675196897,9.157714544223506,0
Dhareshwar Medical and General Stores,18.4507175,73.8112256,pharmacy,https://www.openstreetmap.org/?mlat=18.4507175&mlon=73.8112256#map=18/18.4507175/73.8112256,1,71.88059554753906,562.4344673837123,3.477287832275846,0
Pramukh Medicals,18.4741113,73.8219101,pharmacy,https://www.openstreetmap.org/?mlat=18.4741113&mlon=73.8219101#map=18/18.4741113/73.8219101,1,51.36055898116266,508.40266482093506,7.67798026832152,0
Shiv Medico,18.4545244,73.8118802,pharmacy,https://www.openstreetmap.org/?mlat=18.4545244&mlon=73.8118802#map=18/18.4545244/73.8118802,1,163.8501908375595,578.5014992338579,4.51188233542399,0
Raj Chemist,18.5114771,73.8782146,pharmacy,https://www.openstreetmap.org/?mlat=18.5114771&mlon=73.8782146#map=18/18.5114771/73.8782146,0,53.04091843310119,678.0784343249061,8.749685561444903,0
Unknown,18.5085318,73.8306736,pharmacy,https://www.openstreetmap.org/?mlat=18.5085318&mlon=73.8306736#map=18/18.5085318/73.8306736,1,234.57118599929993,711.5951727587527,4.001914647410958,0
Patanjali,18.4923828,73.824786,pharmacy,https://www.openstreetmap.org/?mlat=18.4923828&mlon=73.824786#map=18/18.4923828/73.824786,1,249.559026885937,675.7731806680391,1.2350818984058887,1
Agraj Health Secrets,18.4940127,73.8254077,pharmacy,https://www.openstreetmap.org/?mlat=18.4940127&mlon=73.8254077#map=18/18.4940127/73.8254077,1,281.76992678429724,596.3633527077154,1.8141767380484775,1
Drug House,18.5055168,73.8250954,pharmacy,https://www.openstreetmap.org/?mlat=18.5055168&mlon=73.8250954#map=18/18.5055168/73.8250954,1,72.9103902805495,577.5014369755432,3.4820827258119733,0
Vishwas Medico,18.5046246,73.8310976,pharmacy,https://www.openstreetmap.org/?mlat=18.5046246&mlon=73.8310976#map=18/18.5046246/73.8310976,1,123.17491316119361,743.0362310815453,0.009989690032503606,0
Health Care Medical,18.5181862,73.8376844,pharmacy,https://www.openstreetmap.org/?mlat=18.5181862&mlon=73.8376844#map=18/18.5181862/73.8376844,0,231.74897882976623,503.59968186890336,1.0046589806071338,1
Mayur Medicals,18.5050332,73.8395314,pharmacy,https://www.openstreetmap.org/?mlat=18.5050332&mlon=73.8395314#map=18/18.5050332/73.8395314,1,209.59678295089853,566.5665712531542,9.756837589102735,0
Arihant Medicals,18.5093148,73.8481215,pharmacy,https://www.openstreetmap.org/?mlat=18.5093148&mlon=73.8481215#map=18/18.5093148/73.8481215,1,148.70688450978736,525.7373090120673,4.698619129749821,0
Emke Medicals,18.5411459,73.8297739,pharmacy,https://www.openstreetmap.org/?mlat=18.5411459&mlon=73.8297739#map=18/18.5411459/73.8297739,0,170.76937048261286,772.6599608664196,1.8658265394405127,0
Life Care Medico,18.504266,73.8208116,pharmacy,https://www.openstreetmap.org/?mlat=18.504266&mlon=73.8208116#map=18/18.504266/73.8208116,1,119.74505318384233,721.5296729886873,9.284316939931895,0
Healthspring,18.5308191,73.8298309,pharmacy,https://www.openstreetmap.org/?mlat=18.5308191&mlon=73.8298309#map=18/18.5308191/73.8298309,0,26.722375430788826,773.2309950926623,2.439819546175017,0
Apollo Pharmacy,18.5357769,73.8762452,pharmacy,https://www.openstreetmap.org/?mlat=18.5357769&mlon=73.8762452#map=18/18.5357769/73.8762452,0,266.80522251161665,875.7749353966096,8.752065198349214,0
Shree Medical,18.4854593,73.8518384,pharmacy,https://www.openstreetmap.org/?mlat=18.4854593&mlon=73.8518384#map=18/18.4854593/73.8518384,1,124.37919599474358,720.3655726323033,4.702565812330964,0
Yash Medicals,18.5102354,73.8488941,pharmacy,https://www.openstreetmap.org/?mlat=18.5102354&mlon=73.8488941#map=18/18.5102354/73.8488941,0,21.35290984164645,726.5996593181474,6.450633910476219,0
